seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.10    	10.57   	0.21    	782.02  	-3.52   	2.11    	1.12    	2.83    	gaze started: billboard_image_4	
0.21    	-4.48   	0.28    	24.74   	-3.52   	2.11    	1.12    	2.75    	-       	
0.26    	-4.59   	0.28    	22.61   	-3.52   	2.11    	1.12    	2.72    	-       	
0.31    	-4.52   	0.28    	21.60   	-3.52   	2.11    	1.12    	2.74    	-       	
0.35    	-4.57   	0.28    	21.72   	-3.52   	2.11    	1.12    	2.74    	-       	
0.41    	-4.60   	0.28    	24.44   	-3.52   	2.11    	1.12    	2.74    	-       	
0.45    	-4.52   	0.28    	24.51   	-3.52   	2.11    	1.12    	2.74    	-       	
0.50    	-4.63   	0.28    	22.41   	-3.52   	2.11    	1.12    	2.73    	-       	
0.54    	-4.63   	0.28    	22.19   	-3.52   	2.11    	1.12    	2.70    	-       	
0.60    	-4.61   	0.28    	22.26   	-3.52   	2.11    	1.12    	2.69    	-       	
0.65    	-4.67   	0.28    	21.50   	-3.52   	2.11    	1.12    	2.68    	-       	
0.70    	-4.67   	0.28    	21.96   	-3.52   	2.11    	1.12    	2.65    	-       	
0.75    	-4.61   	0.28    	24.33   	-3.52   	2.11    	1.12    	2.62    	-       	
0.78    	-14.92  	5.77    	50.02   	-3.52   	2.11    	1.12    	2.68    	-       	
0.80    	-15.95  	6.04    	49.75   	-3.52   	2.11    	1.12    	2.68    	gaze started: billboard_image_1	
0.83    	-15.41  	5.82    	49.89   	-3.52   	2.11    	1.12    	2.64    	-       	
0.87    	-15.38  	5.85    	49.90   	-3.52   	2.11    	1.12    	2.65    	-       	
0.89    	-15.34  	5.95    	49.91   	-3.52   	2.11    	1.12    	2.65    	-       	
0.92    	-15.35  	5.92    	49.91   	-3.52   	2.11    	1.12    	2.65    	-       	
0.94    	-17.26  	5.99    	49.39   	-3.52   	2.11    	1.12    	2.67    	-       	
0.97    	-17.44  	6.16    	49.35   	-3.52   	2.11    	1.12    	2.67    	-       	
0.99    	-17.40  	6.27    	49.36   	-3.52   	2.11    	1.12    	2.70    	-       	
1.02    	-17.43  	6.30    	49.35   	-3.52   	2.11    	1.12    	2.69    	-       	
1.04    	-17.46  	6.25    	49.34   	-3.52   	2.11    	1.12    	2.69    	-       	
1.07    	-17.50  	6.19    	49.33   	-3.52   	2.11    	1.12    	2.69    	gaze fixated: billboard_image_1	
1.10    	-17.49  	6.19    	49.33   	-3.52   	2.11    	1.12    	2.67    	-       	
1.13    	-17.49  	6.19    	49.33   	-3.52   	2.11    	1.12    	2.67    	-       	
1.15    	-17.49  	6.22    	49.33   	-3.52   	2.11    	1.12    	2.67    	-       	
1.18    	-17.51  	6.20    	49.33   	-3.52   	2.11    	1.12    	2.67    	-       	
1.20    	-17.50  	6.13    	49.33   	-3.52   	2.11    	1.12    	2.68    	-       	
1.23    	-17.45  	6.19    	49.34   	-3.52   	2.11    	1.12    	2.68    	-       	
1.25    	-17.46  	6.18    	49.34   	-3.52   	2.11    	1.12    	2.67    	-       	
1.28    	-16.71  	6.28    	49.54   	-3.52   	2.11    	1.12    	2.71    	-       	
1.30    	-13.78  	6.29    	50.33   	-3.52   	2.11    	1.12    	2.72    	-       	
1.33    	-13.80  	5.89    	50.32   	-3.52   	2.11    	1.12    	2.66    	-       	
1.36    	-13.87  	5.95    	50.30   	-3.52   	2.11    	1.12    	2.67    	-       	
1.38    	-13.94  	5.95    	50.29   	-3.52   	2.11    	1.12    	2.66    	-       	
1.41    	-14.01  	6.15    	50.27   	-3.52   	2.11    	1.12    	2.68    	-       	
1.44    	-14.03  	6.03    	50.26   	-3.52   	2.11    	1.12    	2.67    	-       	
1.46    	-14.00  	6.02    	50.27   	-3.52   	2.11    	1.12    	2.66    	-       	
1.49    	-13.92  	6.06    	50.29   	-3.52   	2.11    	1.12    	2.67    	-       	
1.51    	-13.90  	6.03    	50.30   	-3.52   	2.11    	1.12    	2.68    	-       	
1.54    	-13.86  	6.00    	50.31   	-3.52   	2.11    	1.12    	2.68    	-       	
1.57    	-13.84  	6.00    	50.31   	-3.52   	2.11    	1.12    	2.71    	-       	
1.59    	-14.26  	5.88    	50.20   	-3.52   	2.11    	1.12    	2.75    	-       	
1.64    	-1.84   	0.27    	-0.73   	-3.52   	2.11    	1.12    	0.00    	-       	
1.70    	-1.84   	0.27    	-0.73   	-3.52   	2.11    	1.12    	0.00    	gaze ended: billboard_image_1	
1.74    	-1.84   	0.27    	-0.73   	-3.52   	2.11    	1.12    	0.00    	-       	
1.79    	-4.68   	0.28    	22.81   	-3.52   	2.11    	1.12    	2.79    	-       	
1.83    	-4.73   	0.28    	22.91   	-3.52   	2.11    	1.12    	2.79    	-       	
1.89    	-5.02   	0.28    	28.61   	-3.52   	2.11    	1.12    	2.84    	-       	
1.94    	-5.05   	0.29    	24.97   	-3.52   	2.11    	1.12    	2.85    	-       	
1.99    	-4.67   	0.28    	24.70   	-3.52   	2.11    	1.12    	2.86    	-       	
2.03    	-4.65   	0.28    	22.78   	-3.52   	2.11    	1.12    	2.87    	-       	
2.09    	-4.58   	0.28    	25.22   	-3.52   	2.11    	1.12    	2.87    	-       	
2.13    	-4.51   	0.28    	25.11   	-3.52   	2.11    	1.12    	2.85    	-       	
2.18    	-4.48   	0.28    	22.53   	-3.52   	2.11    	1.12    	2.78    	-       	
2.23    	-4.48   	0.28    	21.90   	-3.52   	2.11    	1.12    	2.76    	-       	
2.28    	-4.46   	0.28    	21.78   	-3.52   	2.11    	1.12    	2.67    	-       	
2.32    	-4.49   	0.28    	21.74   	-3.52   	2.11    	1.12    	2.64    	-       	
2.37    	-4.45   	0.28    	21.38   	-3.52   	2.11    	1.12    	2.60    	-       	
2.42    	-4.43   	0.28    	21.13   	-3.52   	2.11    	1.12    	2.58    	-       	
2.47    	-4.42   	0.28    	24.50   	-3.52   	2.11    	1.12    	2.56    	-       	
2.50    	11.26   	5.10    	283.66  	-3.52   	2.11    	1.12    	2.54    	-       	
