seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.03    	0.00    	0.00    	0.00    	-3.47   	2.03    	3.71    	3.35    	-       	
0.20    	0.00    	0.00    	0.00    	-3.47   	2.03    	3.86    	3.39    	-       	
0.23    	-15.24  	3.12    	49.66   	-3.47   	2.03    	4.73    	3.40    	-       	
0.25    	-15.15  	3.11    	49.61   	-3.47   	2.03    	4.86    	3.40    	-       	
0.28    	-15.06  	3.16    	49.59   	-3.47   	2.03    	5.00    	3.40    	-       	
0.30    	-15.03  	3.21    	49.59   	-3.47   	2.03    	5.15    	3.40    	-       	
0.33    	-14.97  	3.15    	49.58   	-3.47   	2.03    	5.30    	3.40    	-       	
0.36    	-14.90  	3.15    	49.60   	-3.47   	2.03    	5.44    	3.40    	-       	
0.38    	-14.94  	3.11    	49.59   	-3.47   	2.03    	5.59    	3.40    	-       	
0.41    	-14.89  	3.12    	49.60   	-3.47   	2.03    	5.74    	3.42    	-       	
0.43    	-14.85  	3.07    	49.61   	-3.47   	2.03    	5.89    	3.42    	-       	
0.46    	-14.77  	3.05    	49.65   	-3.47   	2.03    	6.06    	3.43    	-       	
0.51    	-13.24  	0.26    	64.78   	-3.47   	2.03    	6.21    	3.53    	-       	
0.55    	-4.35   	0.28    	21.41   	-3.47   	2.03    	6.37    	3.52    	-       	
0.61    	-4.20   	0.28    	23.12   	-3.47   	2.03    	6.70    	3.52    	-       	
0.67    	-4.21   	0.28    	23.31   	-3.47   	2.03    	7.08    	3.52    	-       	
0.71    	-4.23   	0.28    	22.92   	-3.47   	2.03    	7.46    	3.52    	-       	
0.76    	-4.18   	0.28    	23.11   	-3.47   	2.03    	7.77    	3.53    	-       	
0.81    	-4.19   	0.28    	22.88   	-3.47   	2.03    	8.18    	3.54    	-       	
0.87    	-4.14   	0.28    	22.73   	-3.47   	2.03    	8.50    	3.53    	-       	
0.91    	-4.79   	0.28    	22.66   	-3.47   	2.03    	8.94    	3.49    	-       	
0.97    	-4.81   	0.28    	22.13   	-3.47   	2.03    	9.28    	3.47    	-       	
1.02    	-4.82   	0.28    	22.77   	-3.47   	2.03    	9.70    	3.48    	-       	
1.07    	-4.84   	0.28    	23.22   	-3.47   	2.03    	10.06   	3.46    	-       	
1.11    	-4.84   	0.28    	23.29   	-3.47   	2.03    	10.47   	3.46    	-       	
1.17    	-4.77   	0.28    	23.42   	-3.47   	2.03    	10.81   	3.48    	-       	
1.21    	-4.76   	0.28    	23.25   	-3.47   	2.03    	11.23   	3.50    	-       	
1.27    	-4.76   	0.28    	23.33   	-3.47   	2.03    	11.57   	3.50    	-       	
1.31    	-4.05   	0.27    	70.27   	-3.47   	2.03    	11.99   	3.52    	-       	
1.37    	-2.10   	0.27    	75.71   	-3.47   	2.03    	12.34   	3.53    	-       	
1.42    	-2.31   	0.27    	81.60   	-3.47   	2.03    	12.74   	3.53    	-       	
1.48    	-2.13   	0.27    	80.75   	-3.47   	2.03    	13.11   	3.50    	-       	
1.52    	-2.17   	0.27    	78.99   	-3.47   	2.03    	13.58   	3.48    	-       	
