seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.09    	-4.81   	0.28    	23.44   	-3.02   	2.37    	10.00   	2.86    	-       	
0.22    	-4.48   	0.27    	22.02   	-3.02   	2.37    	10.60   	2.81    	-       	
0.26    	-4.76   	0.28    	23.56   	-3.02   	2.37    	11.83   	2.82    	-       	
0.31    	-4.54   	0.28    	24.00   	-3.02   	2.37    	12.26   	2.85    	-       	
0.36    	-4.77   	0.28    	24.64   	-3.02   	2.37    	12.69   	2.82    	-       	
0.41    	-4.62   	0.28    	24.78   	-3.02   	2.37    	13.14   	2.83    	-       	
0.46    	-4.83   	0.27    	26.18   	-3.02   	2.37    	13.69   	2.86    	-       	
0.51    	-4.70   	0.28    	24.77   	-3.02   	2.37    	14.17   	2.85    	-       	
0.55    	-4.60   	0.28    	23.92   	-3.02   	2.37    	14.72   	2.84    	-       	
0.61    	-4.96   	0.28    	24.31   	-3.02   	2.36    	15.21   	2.88    	-       	
0.65    	-5.03   	0.29    	24.95   	-3.03   	2.36    	15.79   	2.86    	-       	
0.70    	-4.70   	0.28    	24.17   	-3.03   	2.36    	16.24   	2.89    	-       	
0.75    	-4.76   	0.28    	24.22   	-3.03   	2.36    	16.77   	2.86    	-       	
0.80    	-5.09   	0.28    	24.95   	-3.03   	2.36    	17.29   	2.90    	-       	
0.85    	-5.18   	0.28    	25.35   	-3.03   	2.36    	17.92   	2.88    	-       	
0.90    	-4.95   	0.28    	24.75   	-3.04   	2.36    	18.49   	2.91    	-       	
0.94    	-4.90   	0.30    	24.96   	-3.04   	2.36    	19.10   	2.88    	-       	
0.98    	-4.96   	0.36    	24.96   	-3.04   	2.36    	19.62   	2.89    	-       	
1.03    	-5.04   	0.28    	25.47   	-3.04   	2.36    	20.18   	2.88    	-       	
1.08    	-5.07   	0.28    	25.59   	-3.04   	2.36    	20.71   	2.86    	-       	
1.12    	-5.09   	0.27    	25.98   	-3.04   	2.36    	21.29   	2.84    	-       	
1.16    	-5.12   	0.27    	25.99   	-3.04   	2.36    	21.85   	2.86    	-       	
1.21    	-5.16   	0.27    	26.24   	-3.04   	2.36    	22.43   	2.84    	-       	
1.26    	-16.99  	0.21    	50.70   	-3.04   	2.36    	22.99   	2.75    	-       	
1.29    	-14.94  	6.56    	50.02   	-3.04   	2.37    	23.73   	2.73    	-       	
1.32    	-14.99  	6.76    	50.00   	-3.04   	2.37    	24.36   	2.80    	gaze started: billboard_image_1	
1.35    	0.00    	0.00    	0.00    	-3.04   	2.37    	24.78   	2.80    	-       	
1.37    	-15.32  	6.86    	49.91   	-3.04   	2.38    	25.13   	2.79    	-       	
1.40    	-15.15  	6.54    	49.96   	-3.04   	2.38    	25.46   	2.78    	gaze started: billboard_image_1	
1.43    	-15.21  	6.21    	49.94   	-3.04   	2.38    	25.86   	2.80    	-       	
1.45    	-15.22  	6.28    	49.94   	-3.04   	2.38    	26.20   	2.75    	-       	
