seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.05    	-17.53  	7.06    	49.32   	-3.49   	2.16    	1.26    	4.05    	gaze started: billboard_image_1	
0.18    	-17.93  	7.12    	49.22   	-3.49   	2.16    	1.26    	4.04    	-       	
0.20    	-17.80  	7.11    	49.25   	-3.49   	2.16    	1.26    	4.04    	-       	
0.23    	-17.78  	7.14    	49.26   	-3.49   	2.16    	1.26    	4.04    	-       	
0.26    	-17.98  	7.22    	49.20   	-3.49   	2.16    	1.26    	4.02    	-       	
0.28    	-18.03  	7.16    	49.19   	-3.49   	2.16    	1.26    	3.98    	gaze fixated: billboard_image_1	
0.31    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.98    	-       	
0.34    	-15.47  	6.99    	49.87   	-3.49   	2.16    	1.26    	3.83    	gaze ended: billboard_image_1	
0.37    	-13.84  	6.66    	50.31   	-3.49   	2.16    	1.26    	3.89    	gaze started: billboard_image_1	
0.39    	-14.29  	6.71    	50.19   	-3.49   	2.16    	1.26    	3.87    	-       	
0.42    	-14.07  	6.84    	50.25   	-3.49   	2.16    	1.26    	3.88    	-       	
0.45    	-13.34  	7.04    	50.44   	-3.49   	2.16    	1.26    	3.85    	-       	
0.47    	-13.38  	7.05    	50.43   	-3.49   	2.16    	1.26    	3.85    	-       	
0.50    	-13.30  	6.94    	50.45   	-3.49   	2.16    	1.26    	3.87    	-       	
0.53    	-13.33  	6.92    	50.45   	-3.49   	2.16    	1.26    	3.86    	-       	
0.55    	-11.41  	6.05    	50.96   	-3.49   	2.16    	1.26    	3.82    	-       	
0.58    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.73    	-       	
0.60    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.75    	-       	
0.63    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.76    	-       	
0.65    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.76    	-       	
0.68    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.76    	-       	
0.71    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.76    	-       	
0.73    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.76    	-       	
0.76    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.69    	-       	
0.79    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.70    	-       	
0.81    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.70    	-       	
0.84    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.71    	-       	
0.87    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.71    	-       	
0.89    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.73    	-       	
0.92    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.74    	-       	
0.94    	0.00    	0.00    	0.00    	-3.49   	2.16    	1.26    	3.82    	-       	
0.99    	-1.82   	0.27    	0.12    	-3.49   	2.16    	1.26    	0.00    	-       	
1.03    	-1.83   	0.27    	0.12    	-3.49   	2.16    	1.26    	0.00    	-       	
1.09    	-1.83   	0.27    	0.12    	-3.49   	2.16    	1.26    	0.00    	-       	
1.14    	-1.83   	0.27    	0.12    	-3.49   	2.16    	1.26    	0.00    	-       	
1.19    	-1.83   	0.27    	0.12    	-3.49   	2.16    	1.25    	0.00    	-       	
1.23    	-1.83   	0.27    	0.11    	-3.49   	2.16    	1.25    	0.00    	-       	
1.27    	-5.71   	0.28    	44.62   	-3.49   	2.16    	1.25    	3.79    	-       	
1.32    	-5.34   	0.28    	40.13   	-3.49   	2.16    	1.25    	3.80    	-       	
1.37    	-5.29   	0.28    	36.74   	-3.49   	2.16    	1.25    	3.78    	-       	
1.42    	-5.31   	0.28    	36.81   	-3.49   	2.16    	1.25    	3.81    	-       	
